page_id	source_pdf	source_scan_page	edition_volume	edition_pdf	entry_start_pdf_page
09-062	George Douglas Papers Folder 6 - Correspondence.pdf	62	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	31
09-063	George Douglas Papers Folder 6 - Correspondence.pdf	63	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	32
09-064	George Douglas Papers Folder 6 - Correspondence.pdf	64	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	32
09-065	George Douglas Papers Folder 6 - Correspondence.pdf	65	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	33
09-066	George Douglas Papers Folder 6 - Correspondence.pdf	66	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	33
09-067	George Douglas Papers Folder 6 - Correspondence.pdf	67	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	34
09-068	George Douglas Papers Folder 6 - Correspondence.pdf	68	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	35
09-069	George Douglas Papers Folder 6 - Correspondence.pdf	69	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	36
09-070	George Douglas Papers Folder 6 - Correspondence.pdf	70	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	36
09-071	George Douglas Papers Folder 6 - Correspondence.pdf	71	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	37
09-072	George Douglas Papers Folder 6 - Correspondence.pdf	72	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	37
09-073	George Douglas Papers Folder 6 - Correspondence.pdf	73	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	38
09-074	George Douglas Papers Folder 6 - Correspondence.pdf	74	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	38
09-075	George Douglas Papers Folder 6 - Correspondence.pdf	75	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	39
09-076	George Douglas Papers Folder 6 - Correspondence.pdf	76	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	39
09-077	George Douglas Papers Folder 6 - Correspondence.pdf	77	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	40
09-078	George Douglas Papers Folder 6 - Correspondence.pdf	78	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	40
09-079	George Douglas Papers Folder 6 - Correspondence.pdf	79	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	40
09-080	George Douglas Papers Folder 6 - Correspondence.pdf	80	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	41
09-081	George Douglas Papers Folder 6 - Correspondence.pdf	81	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	41
09-082	George Douglas Papers Folder 6 - Correspondence.pdf	82	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	42
09-083	George Douglas Papers Folder 6 - Correspondence.pdf	83	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	42
09-084	George Douglas Papers Folder 6 - Correspondence.pdf	84	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	43
09-085	George Douglas Papers Folder 6 - Correspondence.pdf	85	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	43
09-086	George Douglas Papers Folder 6 - Correspondence.pdf	86	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	44
09-087	George Douglas Papers Folder 6 - Correspondence.pdf	87	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	45
09-088	George Douglas Papers Folder 6 - Correspondence.pdf	88	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	45
09-089	George Douglas Papers Folder 6 - Correspondence.pdf	89	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	45
09-090	George Douglas Papers Folder 6 - Correspondence.pdf	90	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	46
09-091	George Douglas Papers Folder 6 - Correspondence.pdf	91	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	46
09-092	George Douglas Papers Folder 6 - Correspondence.pdf	92	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	47
09-093	George Douglas Papers Folder 6 - Correspondence.pdf	93	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	47
09-094	George Douglas Papers Folder 6 - Correspondence.pdf	94	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	48
09-095	George Douglas Papers Folder 6 - Correspondence.pdf	95	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	48
09-096	George Douglas Papers Folder 6 - Correspondence.pdf	96	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	49
09-097	George Douglas Papers Folder 6 - Correspondence.pdf	97	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	49
09-098	George Douglas Papers Folder 6 - Correspondence.pdf	98	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	50
09-099	George Douglas Papers Folder 6 - Correspondence.pdf	99	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	50
09-100	George Douglas Papers Folder 6 - Correspondence.pdf	100	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	51
09-101	George Douglas Papers Folder 6 - Correspondence.pdf	101	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	52
09-102	George Douglas Papers Folder 6 - Correspondence.pdf	102	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	52
09-103	George Douglas Papers Folder 6 - Correspondence.pdf	103	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	53
09-104	George Douglas Papers Folder 6 - Correspondence.pdf	104	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	53
09-105	George Douglas Papers Folder 6 - Correspondence.pdf	105	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	53
09-106	George Douglas Papers Folder 6 - Correspondence.pdf	106	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	53
09-107	George Douglas Papers Folder 6 - Correspondence.pdf	107	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	54
09-108	George Douglas Papers Folder 6 - Correspondence.pdf	108	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	54
09-109	George Douglas Papers Folder 6 - Correspondence.pdf	109	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	55
09-110	George Douglas Papers Folder 6 - Correspondence.pdf	110	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	55
09-111	George Douglas Papers Folder 6 - Correspondence.pdf	111	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	55
09-112	George Douglas Papers Folder 6 - Correspondence.pdf	112	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	56
09-113	George Douglas Papers Folder 6 - Correspondence.pdf	113	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	56
09-114	George Douglas Papers Folder 6 - Correspondence.pdf	114	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	57
09-115	George Douglas Papers Folder 6 - Correspondence.pdf	115	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	57
09-116	George Douglas Papers Folder 6 - Correspondence.pdf	116	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	58
09-117	George Douglas Papers Folder 6 - Correspondence.pdf	117	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	58
09-118	George Douglas Papers Folder 6 - Correspondence.pdf	118	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	59
09-119	George Douglas Papers Folder 6 - Correspondence.pdf	119	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	59
09-120	George Douglas Papers Folder 6 - Correspondence.pdf	120	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	60
09-121	George Douglas Papers Folder 6 - Correspondence.pdf	121	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	60
09-122	George Douglas Papers Folder 6 - Correspondence.pdf	122	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	61
09-123	George Douglas Papers Folder 6 - Correspondence.pdf	123	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	61
09-124	George Douglas Papers Folder 6 - Correspondence.pdf	124	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	62
09-125	George Douglas Papers Folder 6 - Correspondence.pdf	125	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	62
09-126	George Douglas Papers Folder 6 - Correspondence.pdf	126	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	63
09-127	George Douglas Papers Folder 6 - Correspondence.pdf	127	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	63
09-128	George Douglas Papers Folder 6 - Correspondence.pdf	128	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	64
09-129	George Douglas Papers Folder 6 - Correspondence.pdf	129	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	64
09-130	George Douglas Papers Folder 6 - Correspondence.pdf	130	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	65
09-131	George Douglas Papers Folder 6 - Correspondence.pdf	131	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	65
09-132	George Douglas Papers Folder 6 - Correspondence.pdf	132	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	66
09-133	George Douglas Papers Folder 6 - Correspondence.pdf	133	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	66
09-134	George Douglas Papers Folder 6 - Correspondence.pdf	134	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	67
10-001	George Douglas Papers Folder 7 - Poems Etc.pdf	1	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	4
10-002	George Douglas Papers Folder 7 - Poems Etc.pdf	2	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	4
10-003	George Douglas Papers Folder 7 - Poems Etc.pdf	3	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	4
10-004	George Douglas Papers Folder 7 - Poems Etc.pdf	4	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	5
10-005	George Douglas Papers Folder 7 - Poems Etc.pdf	5	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	6
10-006	George Douglas Papers Folder 7 - Poems Etc.pdf	6	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	6
10-007	George Douglas Papers Folder 7 - Poems Etc.pdf	7	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	7
10-008	George Douglas Papers Folder 7 - Poems Etc.pdf	8	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	7
10-009	George Douglas Papers Folder 7 - Poems Etc.pdf	9	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	8
10-010	George Douglas Papers Folder 7 - Poems Etc.pdf	10	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	9
10-011	George Douglas Papers Folder 7 - Poems Etc.pdf	11	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	9
10-012	George Douglas Papers Folder 7 - Poems Etc.pdf	12	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	10
10-013	George Douglas Papers Folder 7 - Poems Etc.pdf	13	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	11
10-014	George Douglas Papers Folder 7 - Poems Etc.pdf	14	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	12
10-015	George Douglas Papers Folder 7 - Poems Etc.pdf	15	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	12
10-016	George Douglas Papers Folder 7 - Poems Etc.pdf	16	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	13
10-017	George Douglas Papers Folder 7 - Poems Etc.pdf	17	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	14
10-018	George Douglas Papers Folder 7 - Poems Etc.pdf	18	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	15
10-019	George Douglas Papers Folder 7 - Poems Etc.pdf	19	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	16
10-020	George Douglas Papers Folder 7 - Poems Etc.pdf	20	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	17
10-021	George Douglas Papers Folder 7 - Poems Etc.pdf	21	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	18
10-022	George Douglas Papers Folder 7 - Poems Etc.pdf	22	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	19
10-023	George Douglas Papers Folder 7 - Poems Etc.pdf	23	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	20
10-024	George Douglas Papers Folder 7 - Poems Etc.pdf	24	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	20
10-025	George Douglas Papers Folder 7 - Poems Etc.pdf	25	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	21
10-026	George Douglas Papers Folder 7 - Poems Etc.pdf	26	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	22
10-027	George Douglas Papers Folder 7 - Poems Etc.pdf	27	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	23
10-028	George Douglas Papers Folder 7 - Poems Etc.pdf	28	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	24
10-029	George Douglas Papers Folder 7 - Poems Etc.pdf	29	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	25
10-030	George Douglas Papers Folder 7 - Poems Etc.pdf	30	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	26
10-031	George Douglas Papers Folder 7 - Poems Etc.pdf	31	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	27
10-032	George Douglas Papers Folder 7 - Poems Etc.pdf	32	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	27
10-033	George Douglas Papers Folder 7 - Poems Etc.pdf	33	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	28
10-034	George Douglas Papers Folder 7 - Poems Etc.pdf	34	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	28
10-035	George Douglas Papers Folder 7 - Poems Etc.pdf	35	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	29
10-036	George Douglas Papers Folder 7 - Poems Etc.pdf	36	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	31
10-037	George Douglas Papers Folder 7 - Poems Etc.pdf	37	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	32
10-038	George Douglas Papers Folder 7 - Poems Etc.pdf	38	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	33
10-039	George Douglas Papers Folder 7 - Poems Etc.pdf	39	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	35
10-040	George Douglas Papers Folder 7 - Poems Etc.pdf	40	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	36
10-041	George Douglas Papers Folder 7 - Poems Etc.pdf	41	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	37
10-042	George Douglas Papers Folder 7 - Poems Etc.pdf	42	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	38
10-043	George Douglas Papers Folder 7 - Poems Etc.pdf	43	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	39
10-044	George Douglas Papers Folder 7 - Poems Etc.pdf	44	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	40
10-045	George Douglas Papers Folder 7 - Poems Etc.pdf	45	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	41
10-046	George Douglas Papers Folder 7 - Poems Etc.pdf	46	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	42
10-047	George Douglas Papers Folder 7 - Poems Etc.pdf	47	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	43
10-048	George Douglas Papers Folder 7 - Poems Etc.pdf	48	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	44
10-049	George Douglas Papers Folder 7 - Poems Etc.pdf	49	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	45
10-050	George Douglas Papers Folder 7 - Poems Etc.pdf	50	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	46
10-051	George Douglas Papers Folder 7 - Poems Etc.pdf	51	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	47
10-052	George Douglas Papers Folder 7 - Poems Etc.pdf	52	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	47
10-053	George Douglas Papers Folder 7 - Poems Etc.pdf	53	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	48
10-054	George Douglas Papers Folder 7 - Poems Etc.pdf	54	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	49
10-055	George Douglas Papers Folder 7 - Poems Etc.pdf	55	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	50
10-056	George Douglas Papers Folder 7 - Poems Etc.pdf	56	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	51
10-057	George Douglas Papers Folder 7 - Poems Etc.pdf	57	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	51
10-058	George Douglas Papers Folder 7 - Poems Etc.pdf	58	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	52
10-059	George Douglas Papers Folder 7 - Poems Etc.pdf	59	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	53
10-060	George Douglas Papers Folder 7 - Poems Etc.pdf	60	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	54
10-061	George Douglas Papers Folder 7 - Poems Etc.pdf	61	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	55
10-062	George Douglas Papers Folder 7 - Poems Etc.pdf	62	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	56
10-063	George Douglas Papers Folder 7 - Poems Etc.pdf	63	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	57
10-064	George Douglas Papers Folder 7 - Poems Etc.pdf	64	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	57
10-065	George Douglas Papers Folder 7 - Poems Etc.pdf	65	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	58
10-066	George Douglas Papers Folder 7 - Poems Etc.pdf	66	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	59
10-067	George Douglas Papers Folder 7 - Poems Etc.pdf	67	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	60
10-068	George Douglas Papers Folder 7 - Poems Etc.pdf	68	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	61
10-069	George Douglas Papers Folder 7 - Poems Etc.pdf	69	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	62
10-070	George Douglas Papers Folder 7 - Poems Etc.pdf	70	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	63
10-071	George Douglas Papers Folder 7 - Poems Etc.pdf	71	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	63
10-072	George Douglas Papers Folder 7 - Poems Etc.pdf	72	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	64
10-073	George Douglas Papers Folder 7 - Poems Etc.pdf	73	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	64
10-074	George Douglas Papers Folder 7 - Poems Etc.pdf	74	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	65
10-075	George Douglas Papers Folder 7 - Poems Etc.pdf	75	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	65
10-076	George Douglas Papers Folder 7 - Poems Etc.pdf	76	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	66
10-077	George Douglas Papers Folder 7 - Poems Etc.pdf	77	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	67
10-078	George Douglas Papers Folder 7 - Poems Etc.pdf	78	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	68
10-079	George Douglas Papers Folder 7 - Poems Etc.pdf	79	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	69
10-080	George Douglas Papers Folder 7 - Poems Etc.pdf	80	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	69
10-081	George Douglas Papers Folder 7 - Poems Etc.pdf	81	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	70
10-082	George Douglas Papers Folder 7 - Poems Etc.pdf	82	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	71
10-083	George Douglas Papers Folder 7 - Poems Etc.pdf	83	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	72
10-084	George Douglas Papers Folder 7 - Poems Etc.pdf	84	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	73
10-085	George Douglas Papers Folder 7 - Poems Etc.pdf	85	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	73
10-086	George Douglas Papers Folder 7 - Poems Etc.pdf	86	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	74
10-087	George Douglas Papers Folder 7 - Poems Etc.pdf	87	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	75
10-088	George Douglas Papers Folder 7 - Poems Etc.pdf	88	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	76
10-089	George Douglas Papers Folder 7 - Poems Etc.pdf	89	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	77
10-090	George Douglas Papers Folder 7 - Poems Etc.pdf	90	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	78
10-091	George Douglas Papers Folder 7 - Poems Etc.pdf	91	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	79
10-092	George Douglas Papers Folder 7 - Poems Etc.pdf	92	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	79
10-093	George Douglas Papers Folder 7 - Poems Etc.pdf	93	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	81
10-094	George Douglas Papers Folder 7 - Poems Etc.pdf	94	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	82
10-095	George Douglas Papers Folder 7 - Poems Etc.pdf	95	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	82
10-096	George Douglas Papers Folder 7 - Poems Etc.pdf	96	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	83
10-097	George Douglas Papers Folder 7 - Poems Etc.pdf	97	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	84
10-098	George Douglas Papers Folder 7 - Poems Etc.pdf	98	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	85
10-099	George Douglas Papers Folder 7 - Poems Etc.pdf	99	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	85
10-100	George Douglas Papers Folder 7 - Poems Etc.pdf	100	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	86
10-101	George Douglas Papers Folder 7 - Poems Etc.pdf	101	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	87
10-102	George Douglas Papers Folder 7 - Poems Etc.pdf	102	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	88
10-103	George Douglas Papers Folder 7 - Poems Etc.pdf	103	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	89
10-104	George Douglas Papers Folder 7 - Poems Etc.pdf	104	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	90
10-105	George Douglas Papers Folder 7 - Poems Etc.pdf	105	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	91
10-106	George Douglas Papers Folder 7 - Poems Etc.pdf	106	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	91
10-107	George Douglas Papers Folder 7 - Poems Etc.pdf	107	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	92
10-108	George Douglas Papers Folder 7 - Poems Etc.pdf	108	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	93
10-109	George Douglas Papers Folder 7 - Poems Etc.pdf	109	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	94
10-110	George Douglas Papers Folder 7 - Poems Etc.pdf	110	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	95
10-111	George Douglas Papers Folder 7 - Poems Etc.pdf	111	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	96
10-112	George Douglas Papers Folder 7 - Poems Etc.pdf	112	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	96
10-113	George Douglas Papers Folder 7 - Poems Etc.pdf	113	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	97
10-114	George Douglas Papers Folder 7 - Poems Etc.pdf	114	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	98
10-115	George Douglas Papers Folder 7 - Poems Etc.pdf	115	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	99
10-116	George Douglas Papers Folder 7 - Poems Etc.pdf	116	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	100
10-117	George Douglas Papers Folder 7 - Poems Etc.pdf	117	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	100
10-118	George Douglas Papers Folder 7 - Poems Etc.pdf	118	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	101
10-119	George Douglas Papers Folder 7 - Poems Etc.pdf	119	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	102
10-120	George Douglas Papers Folder 7 - Poems Etc.pdf	120	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	103
10-121	George Douglas Papers Folder 7 - Poems Etc.pdf	121	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	104
10-122	George Douglas Papers Folder 7 - Poems Etc.pdf	122	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	104
10-123	George Douglas Papers Folder 7 - Poems Etc.pdf	123	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	105
10-124	George Douglas Papers Folder 7 - Poems Etc.pdf	124	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	106
10-125	George Douglas Papers Folder 7 - Poems Etc.pdf	125	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	107
10-126	George Douglas Papers Folder 7 - Poems Etc.pdf	126	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	108
10-127	George Douglas Papers Folder 7 - Poems Etc.pdf	127	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	109
10-128	George Douglas Papers Folder 7 - Poems Etc.pdf	128	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	110
10-129	George Douglas Papers Folder 7 - Poems Etc.pdf	129	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	110
10-130	George Douglas Papers Folder 7 - Poems Etc.pdf	130	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	111
10-131	George Douglas Papers Folder 7 - Poems Etc.pdf	131	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	112
10-132	George Douglas Papers Folder 7 - Poems Etc.pdf	132	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	113
10-133	George Douglas Papers Folder 7 - Poems Etc.pdf	133	VIII	George-Douglas-Annotated-Transcription-Volume-VIII.pdf	113
